flight_id,tail_id,client_id,aircraft,route,departure,flight_hours,passengers,weather,env_factor,hours_since_install_seat,hours_since_install_lighting,hours_since_install_galley,hours_since_install_panel,hours_since_install_water_waste,cycles_since_install_seat,cycles_since_install_lighting,cycles_since_install_galley,cycles_since_install_panel,cycles_since_install_water_waste,latent_seat,latent_lighting,latent_galley,latent_panel,latent_water_waste
FL1151,TAIL1009,AL3,A321,short,2025-01-03T15:28:27.695835,0.91,114,hot,1.15,19.7,25.7,12.4,17.5,16.7,3,4,2,2,2,0,0,0,0,0
FL1152,TAIL1009,AL3,A321,long,2025-01-03T20:25:29.315004,9.15,219,cold,1.05,20.6,26.7,13.3,18.4,17.6,4,5,3,3,3,0,0,0,0,0
FL1153,TAIL1009,AL3,A321,short,2025-01-04T10:03:27.178466,1.69,144,clear,1.0,10.0,10.7,19.4,23.7,26.7,1,1,2,2,4,0,0,0,0,0
FL1154,TAIL1009,AL3,A321,long,2025-01-04T14:37:02.938362,5.24,223,hot,1.15,11.6,12.4,21.1,25.4,28.4,2,2,3,3,5,0,0,0,0,0
FL1155,TAIL1009,AL3,A321,short,2025-01-04T21:16:34.143128,1.39,132,windy,1.1,16.9,17.6,6.4,10.6,33.7,3,3,1,1,6,0,0,0,0,0
FL1156,TAIL1009,AL3,A321,long,2025-01-05T01:00:07.205107,7.39,236,windy,1.1,18.3,19.0,7.8,12.0,35.1,4,4,2,2,7,0,0,0,0,0
FL1157,TAIL1009,AL3,A321,medium,2025-01-05T11:18:38.526406,3.51,159,rain,1.05,25.7,26.4,15.2,19.4,42.4,5,5,3,3,8,0,0,0,0,0
FL1158,TAIL1009,AL3,A321,short,2025-01-05T17:09:30.768085,1.46,133,hot,1.15,9.2,29.9,13.4,8.0,4.7,1,6,1,1,1,0,0,0,0,0
FL1159,TAIL1009,AL3,A321,long,2025-01-05T21:37:06.273528,10.37,200,clear,1.0,10.7,31.4,14.9,9.5,6.2,2,7,2,2,2,0,0,0,0,0
FL1160,TAIL1010,AL1,A320,short,2025-01-02T20:00:00,1.84,125,clear,1.0,154.8,174.2,67.4,161.2,150.3,8,15,8,7,28,0,1,0,0,0
FL1161,TAIL1010,AL1,A320,short,2025-01-03T00:24:55.560022,1.28,127,rain,1.05,2.2,176.0,6.0,84.0,152.1,1,16,1,4,29,0,1,0,0,0
FL1162,TAIL1010,AL1,A320,short,2025-01-03T06:27:19.800904,1.41,136,clear,1.0,2.5,5.5,8.0,3.2,112.1,1,1,1,1,15,0,0,0,0,0
FL1163,TAIL1010,AL1,A320,medium,2025-01-03T09:53:14.249596,3.42,159,clear,1.0,10.8,5.0,7.5,8.8,7.2,1,1,1,1,1,0,0,0,0,0
FL1164,TAIL1010,AL1,A320,short,2025-01-03T14:52:55.724107,1.14,117,clear,1.0,14.2,8.4,10.9,12.2,10.7,2,2,2,2,2,0,0,0,0,0
FL1165,TAIL1010,AL1,A320,medium,2025-01-03T19:09:47.018130,2.98,172,cold,1.05,15.3,9.5,12.0,13.4,11.8,3,3,3,3,3,0,0,0,0,0
FL1166,TAIL1010,AL1,A320,short,2025-01-04T01:56:37.206362,1.23,126,windy,1.1,18.3,12.5,15.0,16.4,14.8,4,4,4,4,4,0,0,0,0,0
FL1167,TAIL1010,AL1,A320,medium,2025-01-04T05:54:19.752632,4.71,136,windy,1.1,19.5,13.7,16.3,17.6,16.0,5,5,5,5,5,0,0,0,0,0
FL1168,TAIL1010,AL1,A320,short,2025-01-04T11:50:34.641093,1.78,143,clear,1.0,24.3,18.4,21.0,22.3,20.7,6,6,6,6,6,0,0,0,0,0
FL1169,TAIL1010,AL1,A320,medium,2025-01-04T14:43:31.148459,2.03,184,cold,1.05,26.0,20.2,22.7,24.1,22.5,7,7,7,7,7,0,0,0,0,0
FL1170,TAIL1010,AL1,A320,medium,2025-01-04T19:31:10.720158,3.27,154,cold,1.05,2.5,18.2,5.4,5.1,9.0,1,5,1,1,1,0,0,0,0,0
FL1171,TAIL1010,AL1,A320,medium,2025-01-05T00:15:20.908988,2.23,153,clear,1.0,5.7,21.5,8.7,8.3,12.3,2,6,2,2,2,0,0,0,0,0
FL1172,TAIL1010,AL1,A320,short,2025-01-05T04:35:42.550241,1.9,143,clear,1.0,8.0,23.7,10.9,10.6,14.5,3,7,3,3,3,0,0,0,0,0
FL1173,TAIL1010,AL1,A320,long,2025-01-05T09:46:17.462209,8.42,218,windy,1.1,9.9,25.6,12.8,12.5,16.4,4,8,4,4,4,0,0,0,0,0
FL1174,TAIL1010,AL1,A320,long,2025-01-05T22:11:07.967735,5.74,226,rain,1.05,18.3,34.0,21.3,20.9,24.8,5,9,5,5,5,0,0,0,0,0
FL1175,TAIL1010,AL1,A320,long,2025-01-06T08:08:31.605592,6.46,214,windy,1.1,6.7,8.2,5.8,13.1,30.6,1,1,1,1,6,0,0,0,0,0
FL1176,TAIL1010,AL1,A320,short,2025-01-06T19:15:55.056300,1.54,100,clear,1.0,13.2,14.6,12.2,19.6,37.0,2,2,2,2,7,0,0,0,0,0
FL1177,TAIL1011,AL2,B737,medium,2025-01-02T05:00:00,4.73,171,cold,1.05,165.3,132.5,172.0,105.2,47.0,25,3,8,19,26,1,0,0,0,0
FL1178,TAIL1011,AL2,B737,medium,2025-01-02T14:33:52.249877,4.29,162,hot,1.15,6.9,137.2,176.7,14.0,51.8,1,4,9,1,27,1,0,0,0,0
FL1179,TAIL1011,AL2,B737,medium,2025-01-02T20:06:49.260792,4.07,142,clear,1.0,12.0,107.2,112.3,18.3,31.8,1,3,4,2,16,1,0,0,0,0
FL1180,TAIL1011,AL2,B737,long,2025-01-03T04:28:49.087277,5.63,229,cold,1.05,5.3,79.5,4.6,22.4,13.5,1,3,1,3,1,0,0,0,0,0
FL1181,TAIL1011,AL2,B737,short,2025-01-03T14:07:52.526907,1.23,134,rain,1.05,11.0,15.3,9.3,10.8,10.4,2,1,1,1,1,0,0,0,0,0
FL1182,TAIL1011,AL2,B737,long,2025-01-03T18:28:04.905885,9.15,208,cold,1.05,12.2,16.5,10.5,12.1,11.6,3,2,2,2,2,0,0,0,0,0
FL1183,TAIL1011,AL2,B737,medium,2025-01-04T05:36:51.885474,2.62,145,cold,1.05,21.3,25.7,19.7,21.2,20.8,4,3,3,3,3,0,0,0,0,0
FL1184,TAIL1011,AL2,B737,short,2025-01-04T12:24:06.594467,0.93,130,hot,1.15,7.2,28.3,10.5,7.1,13.4,1,4,1,1,2,0,0,0,0,0
FL1185,TAIL1011,AL2,B737,medium,2025-01-04T18:16:47.085909,2.68,149,hot,1.15,8.2,29.2,11.4,8.0,14.3,2,5,2,2,3,0,0,0,0,0
FL1186,TAIL1011,AL2,B737,short,2025-01-05T00:09:04.514814,1.1,133,rain,1.05,10.8,31.9,14.1,10.7,17.0,3,6,3,3,4,0,0,0,0,0
FL1187,TAIL1011,AL2,B737,long,2025-01-05T02:54:54.932043,9.83,193,windy,1.1,11.9,33.0,15.2,11.8,18.1,4,7,4,4,5,0,0,0,0,0
FL1188,TAIL1011,AL2,B737,long,2025-01-05T15:50:52.487456,7.45,205,cold,1.05,21.8,42.8,25.0,21.6,27.9,5,8,5,5,6,0,0,0,0,0
FL1189,TAIL1011,AL2,B737,medium,2025-01-06T02:15:12.311093,2.82,145,hot,1.15,29.2,13.9,32.5,8.9,35.4,6,1,6,1,7,0,0,0,0,0
FL1190,TAIL1011,AL2,B737,medium,2025-01-06T06:56:26.403658,2.39,148,hot,1.15,9.4,11.6,11.3,11.7,4.1,1,1,1,2,1,0,0,0,0,0
FL1191,TAIL1012,AL2,B737,long,2025-01-01T15:00:00,6.15,223,cold,1.05,46.0,84.4,145.6,139.1,2.5,18,24,5,29,7,0,0,0,0,0
FL1192,TAIL1012,AL2,B737,short,2025-01-02T02:08:16.867346,1.76,153,clear,1.0,9.3,63.1,103.9,145.3,8.7,1,10,3,30,8,0,0,0,0,0
FL1193,TAIL1012,AL2,B737,medium,2025-01-02T05:07:33.032778,3.24,164,clear,1.0,11.1,64.9,5.2,147.1,3.6,1,11,1,31,1,0,0,0,0,0
FL1194,TAIL1012,AL2,B737,medium,2025-01-02T12:09:32.033243,2.4,150,rain,1.05,12.0,3.9,6.0,94.3,11.7,1,1,1,19,1,0,0,0,0,0
FL1195,TAIL1012,AL2,B737,medium,2025-01-02T18:39:08.186429,2.18,183,hot,1.15,14.4,9.0,12.4,96.7,14.1,2,1,1,20,2,0,0,0,0,0
FL1196,TAIL1012,AL2,B737,medium,2025-01-02T23:44:15.395383,4.92,153,windy,1.1,4.8,11.2,10.6,5.0,11.9,1,2,1,1,1,0,0,0,0,0
FL1197,TAIL1012,AL2,B737,medium,2025-01-03T07:55:27.424090,4.02,167,rain,1.05,9.7,16.1,15.5,10.0,16.9,2,3,2,2,2,0,0,0,0,0
FL1198,TAIL1012,AL2,B737,medium,2025-01-03T16:11:48.514890,2.16,178,cold,1.05,13.7,20.1,19.5,14.0,20.9,3,4,3,3,3,0,0,0,0,0
FL1199,TAIL1012,AL2,B737,medium,2025-01-03T23:03:04.917553,4.02,146,cold,1.05,15.9,22.3,21.7,16.1,23.0,4,5,4,4,4,0,0,0,0,0
FL1200,TAIL1012,AL2,B737,medium,2025-01-04T08:03:50.527076,4.0,135,hot,1.15,19.9,26.3,25.7,20.1,27.0,5,6,5,5,5,0,0,0,0,0
FL1201,TAIL1012,AL2,B737,long,2025-01-04T17:00:30.022969,5.07,224,rain,1.05,23.9,21.2,4.0,10.2,31.0,6,3,1,1,6,0,0,0,0,0
FL1202,TAIL1012,AL2,B737,medium,2025-01-05T01:48:48.749567,3.14,159,windy,1.1,29.0,26.3,9.1,15.3,36.1,7,4,2,2,7,0,0,0,0,0
FL1203,TAIL1012,AL2,B737,short,2025-01-05T07:36:19.042801,1.43,131,hot,1.15,23.4,12.6,12.2,18.4,10.1,5,1,3,3,1,0,0,0,0,0
FL1204,TAIL1012,AL2,B737,short,2025-01-05T10:18:02.309115,1.63,148,clear,1.0,24.9,14.0,13.7,19.9,11.5,6,2,4,4,2,0,0,0,0,0
FL1205,TAIL1012,AL2,B737,medium,2025-01-05T14:00:18.949725,4.89,159,cold,1.05,26.5,15.7,15.3,21.5,13.1,7,3,5,5,3,0,0,0,0,0
FL1206,TAIL1012,AL2,B737,long,2025-01-05T20:17:00.801679,10.7,213,cold,1.05,14.6,15.3,20.2,14.5,5.9,1,3,6,1,1,0,0,0,0,0
FL1207,TAIL1012,AL2,B737,medium,2025-01-06T10:00:12.525258,4.74,159,cold,1.05,25.3,26.0,30.9,25.2,16.7,2,4,7,2,2,0,0,0,0,0
FL1208,TAIL1012,AL2,B737,short,2025-01-06T16:45:30.653153,1.39,159,windy,1.1,14.0,11.2,29.3,18.2,13.4,1,1,5,2,2,0,0,0,0,0
FL1209,TAIL1012,AL2,B737,medium,2025-01-06T21:49:10.601835,2.5,162,hot,1.15,15.4,12.6,30.6,19.6,14.8,2,2,6,3,3,0,0,0,0,0
FL1210,TAIL1013,AL3,A330,short,2025-01-02T11:00:00,1.62,128,hot,1.15,126.9,180.1,133.3,51.3,188.0,25,17,17,14,23,0,0,0,1,0
FL1211,TAIL1013,AL3,A330,long,2025-01-02T16:32:47.939120,9.45,203,windy,1.1,8.3,11.4,134.9,3.0,2.9,1,1,18,1,1,0,0,0,0,0
FL1212,TAIL1013,AL3,A330,short,2025-01-03T03:25:08.394182,1.03,129,rain,1.05,17.7,20.8,17.7,16.0,13.4,2,2,1,1,1,0,0,0,0,0
FL1213,TAIL1013,AL3,A330,long,2025-01-03T07:30:37.909094,8.52,214,windy,1.1,18.7,21.9,18.7,17.0,14.4,3,3,2,2,2,0,0,0,0,0
FL1214,TAIL1013,AL3,A330,long,2025-01-03T18:50:21.274507,7.68,203,windy,1.1,27.3,10.1,18.0,25.5,10.9,4,1,1,3,1,0,0,0,0,0
FL1215,TAIL1013,AL3,A330,medium,2025-01-04T04:23:53.256264,4.89,167,windy,1.1,11.6,17.8,25.7,16.7,11.8,1,2,2,1,1,0,0,0,0,0
FL1216,TAIL1013,AL3,A330,long,2025-01-04T11:34:34.146540,8.72,225,cold,1.05,16.5,22.7,30.6,21.6,16.7,2,3,3,2,2,0,0,0,0,0
FL1217,TAIL1013,AL3,A330,long,2025-01-04T21:48:06.307395,8.39,239,rain,1.05,12.3,22.0,14.8,9.6,14.5,1,2,1,1,1,0,0,0,0,0
FL1218,TAIL1013,AL3,A330,long,2025-01-05T10:48:08.462297,7.19,206,clear,1.0,20.7,30.4,23.2,18.0,22.9,2,3,2,2,2,0,0,0,0,0
FL1219,TAIL1013,AL3,A330,medium,2025-01-05T22:01:29.710371,2.31,167,cold,1.05,18.9,37.6,10.6,9.8,11.6,2,4,1,1,1,0,0,0,0,0
FL1220,TAIL1013,AL3,A330,short,2025-01-06T02:29:54.514989,1.12,141,hot,1.15,21.3,39.9,12.9,12.1,13.9,3,5,2,2,2,0,0,0,0,0
FL1221,TAIL1013,AL3,A330,medium,2025-01-06T06:58:17.203523,4.3,156,rain,1.05,22.4,28.9,14.0,13.3,4.9,4,3,3,3,1,0,0,0,0,0
FL1222,TAIL1013,AL3,A330,medium,2025-01-06T15:53:10.058609,4.8,160,clear,1.0,26.7,33.2,18.3,17.6,9.2,5,4,4,4,2,0,0,0,0,0
FL1223,TAIL1013,AL3,A330,medium,2025-01-06T23:42:18.727151,3.32,186,windy,1.1,31.5,38.0,23.1,22.4,14.0,6,5,5,5,3,0,0,0,0,0
FL1224,TAIL1013,AL3,A330,long,2025-01-07T05:11:06.008898,5.67,230,windy,1.1,20.2,31.0,14.9,25.7,12.9,5,4,3,6,1,0,0,0,0,0
FL1225,TAIL1013,AL3,A330,medium,2025-01-07T15:18:55.176811,2.68,171,clear,1.0,25.9,36.6,20.6,31.4,18.6,6,5,4,7,2,0,0,0,0,0
FL1226,TAIL1013,AL3,A330,long,2025-01-07T20:18:31.403229,8.48,209,windy,1.1,3.8,22.2,13.1,10.1,21.3,1,3,4,1,3,0,0,0,0,0
FL1227,TAIL1014,AL3,A320,medium,2025-01-02T16:00:00,2.62,168,cold,1.05,140.7,82.5,126.2,75.0,99.4,22,10,11,7,10,0,0,0,0,1
FL1228,TAIL1014,AL3,A320,medium,2025-01-02T22:19:18.078175,3.32,167,rain,1.05,143.3,58.1,2.7,6.7,8.6,23,5,1,1,1,0,0,0,0,1
FL1229,TAIL1014,AL3,A320,short,2025-01-03T06:30:08.948562,1.44,149,rain,1.05,6.5,6.4,13.1,8.3,7.5,1,1,1,1,1,0,0,0,0,0
FL1230,TAIL1014,AL3,A320,medium,2025-01-03T10:23:32.674832,2.27,156,rain,1.05,7.9,7.9,14.6,9.8,9.0,2,2,2,2,2,0,0,0,0,0
FL1231,TAIL1014,AL3,A320,medium,2025-01-03T14:02:53.008078,4.69,164,windy,1.1,10.2,10.1,16.8,12.0,11.2,3,3,3,3,3,0,0,0,0,0
FL1232,TAIL1014,AL3,A320,short,2025-01-03T23:10:31.165312,1.64,141,hot,1.15,14.9,14.8,21.5,16.7,15.9,4,4,4,4,4,0,0,0,0,0
FL1233,TAIL1014,AL3,A320,medium,2025-01-04T05:43:34.550822,4.23,155,hot,1.15,16.5,16.5,23.2,18.4,17.6,5,5,5,5,5,0,0,0,0,0
FL1234,TAIL1014,AL3,A320,medium,2025-01-04T13:53:14.277305,3.15,158,hot,1.15,20.8,20.7,27.4,22.6,21.8,6,6,6,6,6,0,0,0,0,0
FL1235,TAIL1014,AL3,A320,long,2025-01-04T21:13:33.254882,9.11,197,windy,1.1,18.8,18.2,8.0,6.7,12.0,4,5,1,1,1,0,0,0,0,0
FL1236,TAIL1014,AL3,A320,long,2025-01-05T09:21:17.447276,6.68,232,rain,1.05,27.9,27.3,17.1,15.8,21.1,5,6,2,2,2,0,0,0,0,0
FL1237,TAIL1014,AL3,A320,medium,2025-01-05T21:00:16.778006,4.66,153,cold,1.05,9.3,25.6,9.8,18.1,9.8,1,4,1,2,1,0,0,0,0,0
FL1238,TAIL1014,AL3,A320,medium,2025-01-06T03:19:28.892785,3.55,159,hot,1.15,13.9,30.3,14.4,22.8,14.5,2,5,2,3,2,0,0,0,0,0
FL1239,TAIL1014,AL3,A320,medium,2025-01-06T09:37:32.402078,4.09,147,cold,1.05,9.5,23.9,12.5,17.0,12.7,1,3,1,2,1,0,0,0,0,0
FL1240,TAIL1014,AL3,A320,medium,2025-01-06T17:32:56.827013,3.36,146,windy,1.1,13.6,28.0,16.6,21.1,16.8,2,4,2,3,2,0,0,0,0,0
FL1241,TAIL1014,AL3,A320,medium,2025-01-06T22:02:16.792943,4.36,158,windy,1.1,17.0,31.3,19.9,24.5,20.2,3,5,3,4,3,0,0,0,0,0
FL1242,TAIL1014,AL3,A320,medium,2025-01-07T05:42:15.965892,2.45,168,rain,1.05,4.5,26.3,10.8,11.5,15.8,1,4,1,1,3,0,0,0,0,0
FL1243,TAIL1014,AL3,A320,medium,2025-01-07T10:33:00.438629,4.21,146,hot,1.15,6.9,28.7,13.2,14.0,18.3,2,5,2,2,4,0,0,0,0,0
FL1244,TAIL1014,AL3,A320,short,2025-01-07T15:48:54.932263,1.71,137,clear,1.0,11.1,32.9,17.4,18.2,22.5,3,6,3,3,5,0,0,0,0,0
FL1245,TAIL1014,AL3,A320,medium,2025-01-07T22:06:22.925072,4.97,178,cold,1.05,5.8,19.5,10.9,1.9,4.1,1,3,1,1,1,0,0,0,0,0
FL1246,TAIL1015,AL2,A320,long,2025-01-02T01:00:00,8.81,219,cold,1.05,139.0,28.5,23.5,85.1,140.3,18,27,8,27,19,0,0,0,0,0
FL1247,TAIL1015,AL2,A320,medium,2025-01-02T11:00:52.297320,3.49,152,windy,1.1,147.8,37.3,32.3,13.9,18.3,19,28,9,1,1,0,0,0,0,0
FL1248,TAIL1015,AL2,A320,medium,2025-01-02T16:36:30.068258,2.55,150,hot,1.15,11.5,12.9,13.0,7.4,13.4,1,1,1,1,1,0,0,0,0,0
FL1249,TAIL1015,AL2,A320,medium,2025-01-02T22:36:18.245043,3.25,166,windy,1.1,14.0,15.5,15.5,9.9,16.0,2,2,2,2,2,0,0,0,0,0
FL1250,TAIL1015,AL2,A320,long,2025-01-03T04:40:47.834997,5.32,206,hot,1.15,17.3,18.7,18.8,13.2,19.2,3,3,3,3,3,0,0,0,0,0
FL1251,TAIL1015,AL2,A320,medium,2025-01-03T14:17:19.053495,2.79,156,windy,1.1,22.6,24.1,24.1,18.5,24.5,4,4,4,4,4,0,0,0,0,0
FL1252,TAIL1015,AL2,A320,short,2025-01-03T21:26:41.665487,1.88,143,rain,1.05,17.7,5.1,12.6,8.9,27.3,4,1,1,1,5,0,0,0,0,0
FL1253,TAIL1015,AL2,A320,short,2025-01-04T01:59:28.767759,1.21,131,windy,1.1,19.5,6.9,14.5,10.8,29.2,5,2,2,2,6,0,0,0,0,0
FL1254,TAIL1015,AL2,A320,medium,2025-01-04T05:56:02.226782,2.89,174,rain,1.05,20.8,8.1,15.7,12.0,30.4,6,3,3,3,7,0,0,0,0,0
FL1255,TAIL1015,AL2,A320,long,2025-01-04T13:13:51.240149,10.34,230,hot,1.15,23.7,11.0,18.6,14.9,33.3,7,4,4,4,8,0,0,0,0,0
FL1256,TAIL1015,AL2,A320,short,2025-01-05T00:46:12.935827,1.64,134,windy,1.1,14.0,15.0,17.0,20.3,32.6,1,1,1,1,6,0,0,0,0,0
FL1257,TAIL1015,AL2,A320,medium,2025-01-05T05:28:48.708977,3.33,142,windy,1.1,9.0,1.9,18.6,16.9,23.4,1,1,2,1,5,0,0,0,0,0
FL1258,TAIL1015,AL2,A320,medium,2025-01-05T11:36:55.812197,2.06,154,cold,1.05,12.3,5.2,22.0,20.2,26.8,2,2,3,2,6,0,0,0,0,0
FL1259,TAIL1015,AL2,A320,medium,2025-01-05T16:57:55.893387,3.83,154,clear,1.0,14.4,7.3,24.0,22.3,28.8,3,3,4,3,7,0,0,0,0,0
FL1260,TAIL1015,AL2,A320,short,2025-01-06T00:12:48.309592,1.78,142,windy,1.1,13.3,6.2,8.0,18.0,10.3,1,1,1,2,1,0,0,0,0,0
FL1261,TAIL1016,AL2,A320,medium,2025-01-02T16:00:00,2.91,165,hot,1.15,62.7,129.1,112.6,45.6,179.7,27,16,17,23,25,0,0,0,0,0
FL1262,TAIL1016,AL2,A320,medium,2025-01-02T21:45:22.336636,3.75,167,hot,1.15,45.7,132.0,11.0,48.5,117.0,18,17,1,24,11,0,0,0,0,0
FL1263,TAIL1016,AL2,A320,short,2025-01-03T04:04:30.368074,2.0,142,cold,1.05,49.4,5.6,6.7,28.5,8.2,19,1,1,12,1,0,0,0,0,0
FL1264,TAIL1016,AL2,A320,medium,2025-01-03T08:21:27.547018,4.11,173,rain,1.05,51.4,7.6,8.7,30.5,10.1,20,2,2,13,2,0,0,0,0,0
FL1265,TAIL1016,AL2,A320,long,2025-01-03T14:04:58.844395,9.71,226,clear,1.0,39.3,11.7,9.2,11.2,9.3,14,3,2,1,1,0,0,0,0,0
FL1266,TAIL1016,AL2,A320,short,2025-01-04T04:03:54.227697,1.16,144,rain,1.05,49.0,21.5,18.9,20.9,19.0,15,4,3,2,2,0,0,0,0,0
FL1267,TAIL1016,AL2,A320,short,2025-01-04T09:51:36.589517,1.88,145,cold,1.05,50.1,1.9,2.5,22.1,15.8,16,1,1,3,2,0,0,0,0,0
FL1268,TAIL1016,AL2,A320,short,2025-01-04T13:53:10.733522,1.22,125,clear,1.0,52.0,3.8,4.4,24.0,17.7,17,2,2,4,3,0,0,0,0,0
FL1269,TAIL1016,AL2,A320,medium,2025-01-04T19:22:06.516708,3.8,146,windy,1.1,53.2,5.0,5.6,25.2,18.9,18,3,3,5,4,0,0,0,0,0
FL1270,TAIL1016,AL2,A320,short,2025-01-05T02:46:46.024929,1.95,148,cold,1.05,57.0,8.8,9.4,21.3,14.9,19,4,4,4,3,0,0,0,0,0
FL1271,TAIL1016,AL2,A320,short,2025-01-05T08:15:38.880182,1.77,115,hot,1.15,8.3,8.7,8.7,23.2,16.8,1,1,3,5,4,0,0,0,0,0
FL1272,TAIL1016,AL2,A320,medium,2025-01-05T13:53:32.618036,3.97,160,windy,1.1,10.1,10.5,10.4,25.0,18.6,2,2,4,6,5,0,0,0,0,0
FL1273,TAIL1016,AL2,A320,medium,2025-01-05T21:53:19.118508,4.11,149,clear,1.0,14.1,14.4,14.4,29.0,22.6,3,3,5,7,6,0,0,0,0,0
FL1274,TAIL1016,AL2,A320,long,2025-01-06T06:28:32.728470,6.18,217,clear,1.0,18.2,18.6,18.5,33.1,26.7,4,4,6,8,7,0,0,0,0,0
FL1275,TAIL1017,AL1,A320,short,2025-01-01T22:00:00,1.55,147,rain,1.05,115.7,2.5,180.5,173.6,126.7,15,19,24,23,0,0,1,0,0,0
FL1276,TAIL1017,AL1,A320,short,2025-01-02T02:52:24.527510,1.43,123,hot,1.15,11.5,3.5,141.9,7.3,128.2,1,10,11,1,1,0,0,0,0,0
FL1277,TAIL1017,AL1,A320,medium,2025-01-02T08:55:16.133340,3.91,186,windy,1.1,3.8,3.6,6.3,8.8,99.4,1,7,1,2,1,0,0,0,0,0
FL1278,TAIL1017,AL1,A320,short,2025-01-02T14:07:37.272505,1.67,136,windy,1.1,7.7,7.5,10.2,4.4,67.3,2,1,2,1,1,0,0,0,0,0
FL1279,TAIL1017,AL1,A320,short,2025-01-02T20:05:25.950054,1.47,140,cold,1.05,10.3,2.0,8.4,6.0,69.0,1,1,1,2,2,0,0,0,0,0
FL1280,TAIL1017,AL1,A320,short,2025-01-03T01:43:21.438751,1.9,148,rain,1.05,11.7,3.5,9.9,7.5,70.5,2,2,2,3,3,0,0,0,0,0
FL1281,TAIL1017,AL1,A320,medium,2025-01-03T05:58:50.582132,2.98,166,cold,1.05,13.6,4.4,11.8,9.4,3.6,3,2,3,4,1,0,0,0,0,0
FL1282,TAIL1017,AL1,A320,medium,2025-01-03T13:02:36.888417,3.28,173,rain,1.05,16.6,7.3,14.8,12.4,6.6,4,3,4,5,2,0,0,0,0,0
FL1283,TAIL1017,AL1,A320,short,2025-01-03T18:26:22.821333,1.5,133,clear,1.0,19.9,10.6,18.1,15.6,9.9,5,4,5,6,3,0,0,0,0,0
FL1284,TAIL1017,AL1,A320,medium,2025-01-03T23:09:01.387992,3.07,170,rain,1.05,21.4,12.1,19.6,17.1,11.4,6,5,6,7,4,0,0,0,0,0
FL1285,TAIL1017,AL1,A320,short,2025-01-04T04:35:59.188349,0.93,126,hot,1.15,24.5,15.2,22.6,20.2,14.4,7,6,7,8,5,0,0,0,0,0
FL1286,TAIL1017,AL1,A320,medium,2025-01-04T06:56:17.746898,2.91,158,hot,1.15,3.5,1.1,1.0,12.0,10.6,1,1,1,6,4,0,0,0,0,0
FL1287,TAIL1017,AL1,A320,medium,2025-01-04T14:40:28.717068,2.65,158,hot,1.15,6.4,4.0,3.9,14.9,13.5,2,2,2,7,5,0,0,0,0,0
FL1288,TAIL1017,AL1,A320,long,2025-01-04T21:59:17.164640,8.6,227,cold,1.05,9.1,6.7,6.5,17.5,16.2,3,3,3,8,6,0,0,0,0,0
FL1289,TAIL1017,AL1,A320,short,2025-01-05T10:56:21.987856,1.07,150,cold,1.05,17.7,15.3,15.1,26.1,24.8,4,4,4,9,7,0,0,0,0,0
FL1290,TAIL1017,AL1,A320,short,2025-01-05T15:08:07.668496,1.83,130,clear,1.0,18.8,16.4,16.2,27.2,25.8,5,5,5,10,8,0,0,0,0,0
FL1291,TAIL1017,AL1,A320,short,2025-01-05T21:34:23.252315,1.91,130,clear,1.0,20.6,18.2,18.0,29.0,27.7,6,6,6,11,9,0,0,0,0,0
FL1292,TAIL1017,AL1,A320,medium,2025-01-06T04:20:51.045213,3.65,156,windy,1.1,10.2,12.4,15.4,30.9,29.6,1,5,4,12,10,0,0,0,0,0
FL1293,TAIL1017,AL1,A320,short,2025-01-06T11:37:39.912752,1.54,131,windy,1.1,12.8,10.9,15.4,11.1,7.0,1,1,2,1,1,0,0,0,0,0
FL1294,TAIL1017,AL1,A320,long,2025-01-06T15:41:33.686075,5.77,218,cold,1.05,14.3,12.5,16.9,12.7,8.5,2,2,3,2,2,0,0,0,0,0
FL1295,TAIL1017,AL1,A320,short,2025-01-07T01:30:41.470042,1.21,138,hot,1.15,20.1,18.2,22.7,18.4,14.3,3,3,4,3,3,0,0,0,0,0
FL1296,TAIL1017,AL1,A320,medium,2025-01-07T03:44:06.175762,2.96,156,rain,1.05,21.3,19.5,23.9,19.7,15.5,4,4,5,4,4,0,0,0,0,0
FL1297,TAIL1018,AL4,B737,short,2025-01-03T00:00:00,0.93,132,cold,1.05,5.8,88.4,131.6,26.3,138.9,26,18,13,14,11,0,0,1,0,0
FL1298,TAIL1018,AL4,B737,short,2025-01-03T02:54:38.656777,1.13,123,windy,1.1,6.8,10.6,10.3,18.6,9.0,27,1,1,9,1,0,0,1,0,0
FL1299,TAIL1018,AL4,B737,medium,2025-01-03T08:31:38.974879,2.56,173,windy,1.1,7.9,11.8,11.4,19.8,10.2,28,2,2,10,2,0,0,1,0,0
FL1300,TAIL1018,AL4,B737,short,2025-01-03T15:53:50.691295,1.9,137,clear,1.0,10.5,14.3,14.0,22.3,12.7,29,3,3,11,3,0,0,1,0,0
FL1301,TAIL1018,AL4,B737,short,2025-01-03T19:24:09.441032,1.25,140,rain,1.05,12.4,16.2,15.9,24.2,14.6,30,4,4,12,4,0,0,1,0,0
FL1302,TAIL1018,AL4,B737,medium,2025-01-03T22:09:14.652977,3.53,183,cold,1.05,13.6,17.5,17.2,25.5,15.9,31,5,5,13,5,0,0,1,0,0
FL1303,TAIL1018,AL4,B737,short,2025-01-04T03:18:21.821481,1.53,145,rain,1.05,17.1,21.0,20.7,29.0,19.4,32,6,6,14,6,0,0,1,0,0
