flight_id,tail_id,client_id,maintenance_needed,hazard_score,pred_time_to_failure_hours
FL3143,TAIL1123,AL3,0,0.822,56.8
FL3144,TAIL1123,AL3,1,1.176,48.8
FL3145,TAIL1123,AL3,1,1.037,63.9
FL3146,TAIL1124,AL2,1,1.8,25.8
FL3147,TAIL1124,AL2,0,0.527,73.1
FL3148,TAIL1124,AL2,0,0.687,79.3
FL3149,TAIL1124,AL2,0,0.708,83.0
FL3150,TAIL1124,AL2,1,0.959,65.0
FL3151,TAIL1124,AL2,1,0.936,53.2
FL3152,TAIL1124,AL2,0,0.653,64.3
FL3153,TAIL1124,AL2,1,0.868,44.5
FL3154,TAIL1124,AL2,0,0.817,71.6
FL3155,TAIL1124,AL2,0,0.444,68.9
FL3156,TAIL1124,AL2,0,0.494,71.3
FL3157,TAIL1124,AL2,0,0.627,78.4
FL3158,TAIL1124,AL2,0,0.668,79.0
FL3159,TAIL1124,AL2,0,0.807,63.5
FL3160,TAIL1124,AL2,0,0.659,64.1
FL3161,TAIL1124,AL2,0,0.671,49.8
FL3162,TAIL1124,AL2,0,0.849,71.5
FL3163,TAIL1124,AL2,0,0.81,50.2
FL3164,TAIL1124,AL2,0,0.67,74.3
FL3165,TAIL1124,AL2,0,0.696,69.4
FL3166,TAIL1124,AL2,0,0.803,58.8
FL3167,TAIL1124,AL2,0,0.826,57.3
FL3168,TAIL1125,AL3,1,1.8,10.3
FL3169,TAIL1125,AL3,1,1.8,14.9
FL3170,TAIL1125,AL3,1,1.08,30.6
FL3171,TAIL1125,AL3,1,1.168,42.3
FL3172,TAIL1125,AL3,1,0.957,53.7
FL3173,TAIL1125,AL3,1,0.883,78.2
FL3174,TAIL1125,AL3,0,0.667,83.0
FL3175,TAIL1125,AL3,0,0.739,38.2
FL3176,TAIL1125,AL3,0,0.743,40.1
FL3177,TAIL1126,AL1,1,1.8,51.8
FL3178,TAIL1126,AL1,1,1.101,48.5
FL3179,TAIL1126,AL1,0,0.436,81.6
FL3180,TAIL1126,AL1,0,0.423,78.5
FL3181,TAIL1126,AL1,0,0.52,89.7
FL3182,TAIL1126,AL1,0,0.64,76.9
FL3183,TAIL1126,AL1,0,0.684,83.0
FL3184,TAIL1126,AL1,0,0.595,83.3
FL3185,TAIL1126,AL1,0,0.643,70.0
FL3186,TAIL1126,AL1,0,0.759,66.7
FL3187,TAIL1126,AL1,0,0.834,73.9
FL3188,TAIL1126,AL1,0,0.7,66.0
FL3189,TAIL1126,AL1,0,0.73,48.3
FL3190,TAIL1126,AL1,0,0.772,78.0
FL3191,TAIL1126,AL1,0,0.725,70.8
FL3192,TAIL1126,AL1,0,0.837,66.2
FL3193,TAIL1126,AL1,1,0.969,64.3
FL3194,TAIL1126,AL1,0,0.548,53.8
FL3195,TAIL1126,AL1,0,0.625,69.6
FL3196,TAIL1126,AL1,0,0.774,48.8
FL3197,TAIL1126,AL1,0,0.793,59.1
FL3198,TAIL1126,AL1,1,0.909,47.7
FL3199,TAIL1126,AL1,0,0.703,70.7
FL3200,TAIL1127,AL2,1,1.8,54.5
FL3201,TAIL1127,AL2,1,1.8,37.3
FL3202,TAIL1127,AL2,1,1.094,47.3
FL3203,TAIL1127,AL2,0,0.716,62.2
FL3204,TAIL1127,AL2,0,0.766,69.4
FL3205,TAIL1127,AL2,1,0.945,64.3
FL3206,TAIL1127,AL2,0,0.824,65.1
FL3207,TAIL1127,AL2,0,0.647,52.2
FL3208,TAIL1127,AL2,0,0.842,63.7
FL3209,TAIL1127,AL2,0,0.706,72.0
FL3210,TAIL1127,AL2,0,0.683,63.4
FL3211,TAIL1127,AL2,1,0.904,45.0
FL3212,TAIL1128,AL4,1,1.8,24.8
FL3213,TAIL1128,AL4,1,1.599,46.3
FL3214,TAIL1128,AL4,1,1.755,38.0
FL3215,TAIL1128,AL4,0,0.431,69.6
FL3216,TAIL1128,AL4,0,0.571,71.7
FL3217,TAIL1128,AL4,0,0.833,74.3
FL3218,TAIL1128,AL4,0,0.655,97.9
FL3219,TAIL1128,AL4,0,0.717,65.7
FL3220,TAIL1128,AL4,0,0.74,68.0
FL3221,TAIL1128,AL4,1,0.884,75.6
FL3222,TAIL1128,AL4,0,0.791,60.7
FL3223,TAIL1128,AL4,1,1.032,48.7
FL3224,TAIL1128,AL4,0,0.857,70.5
FL3225,TAIL1128,AL4,0,0.527,89.4
FL3226,TAIL1128,AL4,0,0.668,74.8
FL3227,TAIL1128,AL4,0,0.804,39.4
FL3228,TAIL1128,AL4,0,0.792,79.5
FL3229,TAIL1128,AL4,0,0.562,65.7
FL3230,TAIL1129,AL4,1,1.8,19.4
FL3231,TAIL1129,AL4,1,0.875,77.3
FL3232,TAIL1129,AL4,0,0.362,80.7
FL3233,TAIL1129,AL4,0,0.409,84.9
FL3234,TAIL1129,AL4,0,0.446,74.6
FL3235,TAIL1129,AL4,0,0.636,77.8
FL3236,TAIL1129,AL4,0,0.706,43.0
FL3237,TAIL1129,AL4,0,0.824,58.5
FL3238,TAIL1129,AL4,0,0.663,46.3
FL3239,TAIL1129,AL4,0,0.75,70.0
FL3240,TAIL1129,AL4,0,0.804,88.4
FL3241,TAIL1129,AL4,0,0.508,92.7
FL3242,TAIL1129,AL4,0,0.579,76.4
FL3243,TAIL1129,AL4,0,0.627,59.8
FL3244,TAIL1129,AL4,0,0.84,47.9
FL3245,TAIL1129,AL4,0,0.619,56.9
FL3246,TAIL1129,AL4,0,0.703,56.9
FL3247,TAIL1129,AL4,1,1.03,34.4
FL3248,TAIL1129,AL4,0,0.786,54.6
FL3249,TAIL1129,AL4,0,0.584,48.5
FL3250,TAIL1129,AL4,0,0.572,86.9
FL3251,TAIL1129,AL4,0,0.639,65.2
FL3252,TAIL1129,AL4,0,0.735,72.6
FL3253,TAIL1130,AL1,1,1.8,65.8
FL3254,TAIL1130,AL1,1,1.227,57.3
FL3255,TAIL1130,AL1,0,0.632,79.3
FL3256,TAIL1130,AL1,0,0.7,82.8
FL3257,TAIL1130,AL1,0,0.704,71.5
FL3258,TAIL1130,AL1,0,0.743,68.3
FL3259,TAIL1130,AL1,0,0.841,58.3
FL3260,TAIL1130,AL1,0,0.469,84.6
FL3261,TAIL1130,AL1,0,0.543,64.7
FL3262,TAIL1130,AL1,0,0.611,85.9
FL3263,TAIL1130,AL1,0,0.716,68.6
FL3264,TAIL1130,AL1,0,0.834,64.6
FL3265,TAIL1130,AL1,0,0.506,99.0
FL3266,TAIL1130,AL1,0,0.562,74.6
FL3267,TAIL1130,AL1,0,0.838,20.7
FL3268,TAIL1130,AL1,0,0.625,50.7
FL3269,TAIL1130,AL1,0,0.657,74.1
FL3270,TAIL1130,AL1,0,0.732,61.7
FL3271,TAIL1130,AL1,0,0.77,64.5
FL3272,TAIL1130,AL1,0,0.844,43.9
FL3273,TAIL1130,AL1,0,0.516,75.4
FL3274,TAIL1130,AL1,0,0.584,76.2
FL3275,TAIL1130,AL1,0,0.788,43.1
FL3276,TAIL1130,AL1,1,0.992,46.0
FL3277,TAIL1130,AL1,0,0.542,77.2
FL3278,TAIL1130,AL1,0,0.664,67.6
FL3279,TAIL1130,AL1,0,0.68,86.5
FL3280,TAIL1130,AL1,0,0.697,68.0
FL3281,TAIL1131,AL2,1,1.8,34.6
FL3282,TAIL1131,AL2,1,1.8,21.5
FL3283,TAIL1131,AL2,1,1.363,46.6
FL3284,TAIL1131,AL2,1,1.082,29.3
FL3285,TAIL1131,AL2,1,1.154,37.6
FL3286,TAIL1131,AL2,0,0.444,83.3
FL3287,TAIL1131,AL2,0,0.458,72.9
FL3288,TAIL1131,AL2,0,0.622,57.2
FL3289,TAIL1131,AL2,0,0.624,78.4
FL3290,TAIL1131,AL2,0,0.778,57.9
FL3291,TAIL1131,AL2,1,0.989,40.2
FL3292,TAIL1131,AL2,0,0.673,63.9
FL3293,TAIL1131,AL2,0,0.857,45.0
FL3294,TAIL1131,AL2,0,0.807,56.2
FL3295,TAIL1131,AL2,0,0.584,76.7
FL3296,TAIL1131,AL2,0,0.646,57.1
FL3297,TAIL1132,AL4,1,1.8,44.9
FL3298,TAIL1132,AL4,1,1.8,21.8
FL3299,TAIL1132,AL4,0,0.589,80.3
FL3300,TAIL1132,AL4,0,0.701,66.2
FL3301,TAIL1132,AL4,0,0.801,84.5
FL3302,TAIL1132,AL4,0,0.507,65.2
FL3303,TAIL1132,AL4,0,0.56,76.1
FL3304,TAIL1132,AL4,0,0.568,76.7
FL3305,TAIL1132,AL4,1,0.909,57.1
FL3306,TAIL1132,AL4,0,0.82,73.7
FL3307,TAIL1132,AL4,0,0.71,80.5
FL3308,TAIL1132,AL4,0,0.67,66.0
FL3309,TAIL1132,AL4,0,0.762,39.8
FL3310,TAIL1132,AL4,0,0.744,81.7
FL3311,TAIL1133,AL1,1,1.8,34.1
FL3312,TAIL1133,AL1,1,1.8,40.7
FL3313,TAIL1133,AL1,1,1.062,71.9
FL3314,TAIL1133,AL1,1,0.929,52.8
FL3315,TAIL1133,AL1,0,0.405,102.3
FL3316,TAIL1133,AL1,0,0.524,69.4
FL3317,TAIL1133,AL1,0,0.621,84.1
FL3318,TAIL1133,AL1,0,0.741,57.5
FL3319,TAIL1133,AL1,1,0.868,45.2
FL3320,TAIL1133,AL1,0,0.519,86.8
FL3321,TAIL1133,AL1,0,0.611,70.6
FL3322,TAIL1133,AL1,0,0.682,76.7
FL3323,TAIL1133,AL1,0,0.803,73.3
FL3324,TAIL1133,AL1,0,0.468,91.9
FL3325,TAIL1133,AL1,0,0.614,46.7
FL3326,TAIL1133,AL1,0,0.701,26.9
FL3327,TAIL1133,AL1,1,0.889,51.5
FL3328,TAIL1134,AL3,1,1.8,31.0
FL3329,TAIL1134,AL3,1,1.252,51.9
FL3330,TAIL1134,AL3,0,0.614,77.8
FL3331,TAIL1134,AL3,0,0.678,87.6
FL3332,TAIL1134,AL3,0,0.82,53.7
FL3333,TAIL1134,AL3,1,0.997,55.4
FL3334,TAIL1134,AL3,0,0.648,75.2
FL3335,TAIL1134,AL3,0,0.722,72.1
FL3336,TAIL1134,AL3,0,0.744,57.1
FL3337,TAIL1134,AL3,1,0.912,49.8
FL3338,TAIL1134,AL3,0,0.662,66.3
FL3339,TAIL1134,AL3,1,0.948,47.9
FL3340,TAIL1134,AL3,0,0.638,89.8
FL3341,TAIL1134,AL3,1,0.912,39.8
FL3342,TAIL1134,AL3,0,0.709,74.2
FL3343,TAIL1134,AL3,0,0.821,54.4
FL3344,TAIL1134,AL3,1,0.978,62.0
FL3345,TAIL1134,AL3,1,0.947,40.4
FL3346,TAIL1134,AL3,0,0.818,56.6
FL3347,TAIL1134,AL3,0,0.752,47.1
FL3348,TAIL1134,AL3,1,0.884,53.6
FL3349,TAIL1134,AL3,0,0.796,65.8
FL3350,TAIL1134,AL3,1,1.048,49.2
FL3351,TAIL1135,AL4,1,1.8,56.4
FL3352,TAIL1135,AL4,1,1.06,45.3
FL3353,TAIL1135,AL4,1,1.109,44.3
FL3354,TAIL1135,AL4,1,1.353,46.3
FL3355,TAIL1135,AL4,1,1.307,37.6
FL3356,TAIL1135,AL4,0,0.306,81.7
FL3357,TAIL1135,AL4,0,0.395,83.0
FL3358,TAIL1135,AL4,0,0.459,78.3
FL3359,TAIL1135,AL4,0,0.545,63.9
FL3360,TAIL1135,AL4,0,0.511,60.0
FL3361,TAIL1135,AL4,0,0.776,75.5
FL3362,TAIL1135,AL4,0,0.753,60.2
FL3363,TAIL1135,AL4,1,1.01,44.5
FL3364,TAIL1135,AL4,0,0.562,96.4
FL3365,TAIL1136,AL4,1,1.8,14.4
FL3366,TAIL1136,AL4,1,1.136,45.4
FL3367,TAIL1136,AL4,0,0.579,66.0
FL3368,TAIL1136,AL4,0,0.693,67.4
FL3369,TAIL1136,AL4,0,0.699,77.2
FL3370,TAIL1136,AL4,0,0.729,53.5
FL3371,TAIL1136,AL4,0,0.777,61.5
FL3372,TAIL1136,AL4,1,0.925,70.1
FL3373,TAIL1136,AL4,0,0.551,75.1
FL3374,TAIL1136,AL4,0,0.73,36.4
FL3375,TAIL1136,AL4,0,0.789,68.1
FL3376,TAIL1136,AL4,0,0.804,67.7
FL3377,TAIL1136,AL4,1,1.001,51.8
FL3378,TAIL1136,AL4,0,0.827,48.4
FL3379,TAIL1136,AL4,0,0.676,52.0
FL3380,TAIL1137,AL3,1,1.8,25.3
FL3381,TAIL1137,AL3,1,1.416,36.9
FL3382,TAIL1137,AL3,0,0.437,58.3
FL3383,TAIL1137,AL3,0,0.626,43.4
FL3384,TAIL1137,AL3,0,0.796,61.2
FL3385,TAIL1137,AL3,0,0.729,65.6
FL3386,TAIL1137,AL3,0,0.839,61.2
FL3387,TAIL1137,AL3,1,1.166,65.3
FL3388,TAIL1137,AL3,1,0.889,62.8
FL3389,TAIL1137,AL3,0,0.457,84.1
FL3390,TAIL1137,AL3,0,0.567,88.3
FL3391,TAIL1137,AL3,0,0.607,61.4
FL3392,TAIL1137,AL3,1,0.876,45.5
FL3393,TAIL1137,AL3,0,0.614,85.1
FL3394,TAIL1137,AL3,0,0.691,62.3
FL3395,TAIL1137,AL3,0,0.753,77.9
FL3396,TAIL1137,AL3,1,0.9,57.9
FL3397,TAIL1137,AL3,0,0.722,54.6
FL3398,TAIL1138,AL4,1,1.8,21.4
FL3399,TAIL1138,AL4,1,0.977,43.1
FL3400,TAIL1138,AL4,0,0.661,72.9
FL3401,TAIL1138,AL4,0,0.68,70.2
FL3402,TAIL1138,AL4,0,0.785,53.8
FL3403,TAIL1138,AL4,0,0.773,71.9
FL3404,TAIL1138,AL4,0,0.84,68.1
FL3405,TAIL1138,AL4,0,0.688,64.7
FL3406,TAIL1138,AL4,0,0.707,57.5
FL3407,TAIL1138,AL4,0,0.757,62.6
FL3408,TAIL1138,AL4,0,0.797,57.9
FL3409,TAIL1139,AL1,1,1.8,32.3
FL3410,TAIL1139,AL1,0,0.507,69.5
FL3411,TAIL1139,AL1,0,0.473,70.5
FL3412,TAIL1139,AL1,0,0.59,58.7
FL3413,TAIL1139,AL1,0,0.644,57.4
FL3414,TAIL1139,AL1,0,0.769,76.6
FL3415,TAIL1139,AL1,0,0.789,57.8
FL3416,TAIL1139,AL1,0,0.587,64.5
FL3417,TAIL1139,AL1,0,0.585,79.4
FL3418,TAIL1139,AL1,0,0.655,79.8
FL3419,TAIL1139,AL1,0,0.714,60.3
FL3420,TAIL1139,AL1,0,0.863,49.7
FL3421,TAIL1139,AL1,0,0.689,75.2
FL3422,TAIL1139,AL1,0,0.797,66.3
FL3423,TAIL1139,AL1,0,0.706,65.8
FL3424,TAIL1139,AL1,0,0.816,50.3
FL3425,TAIL1139,AL1,0,0.816,58.2
FL3426,TAIL1139,AL1,0,0.706,66.8
FL3427,TAIL1139,AL1,0,0.846,78.2
FL3428,TAIL1140,AL2,1,1.8,25.8
FL3429,TAIL1140,AL2,1,1.486,35.2
FL3430,TAIL1140,AL2,1,1.464,46.6
FL3431,TAIL1140,AL2,0,0.545,67.4
FL3432,TAIL1140,AL2,0,0.739,57.3
FL3433,TAIL1140,AL2,1,0.97,56.0
FL3434,TAIL1140,AL2,0,0.506,92.7
FL3435,TAIL1140,AL2,1,0.905,45.6
FL3436,TAIL1140,AL2,0,0.6,67.5
FL3437,TAIL1140,AL2,0,0.791,69.9
FL3438,TAIL1140,AL2,0,0.824,62.6
FL3439,TAIL1140,AL2,0,0.536,91.9
FL3440,TAIL1140,AL2,0,0.784,71.6
FL3441,TAIL1140,AL2,1,0.864,65.6
FL3442,TAIL1140,AL2,0,0.783,65.9
FL3443,TAIL1141,AL3,1,1.8,32.2
FL3444,TAIL1141,AL3,1,1.8,47.7
FL3445,TAIL1141,AL3,1,1.602,35.0
FL3446,TAIL1141,AL3,0,0.445,81.1
FL3447,TAIL1141,AL3,0,0.725,68.3
FL3448,TAIL1141,AL3,0,0.779,69.4
FL3449,TAIL1141,AL3,1,1.067,62.9
FL3450,TAIL1141,AL3,0,0.509,60.5
FL3451,TAIL1141,AL3,1,0.87,49.2
FL3452,TAIL1141,AL3,0,0.772,69.6
FL3453,TAIL1141,AL3,1,0.885,73.4
FL3454,TAIL1141,AL3,0,0.72,79.4
FL3455,TAIL1141,AL3,1,0.947,68.4
FL3456,TAIL1142,AL2,1,1.8,35.5
FL3457,TAIL1142,AL2,1,0.88,46.7
FL3458,TAIL1142,AL2,0,0.591,73.1
FL3459,TAIL1142,AL2,0,0.664,50.1
FL3460,TAIL1142,AL2,0,0.719,70.4
FL3461,TAIL1142,AL2,0,0.713,58.2
FL3462,TAIL1142,AL2,0,0.81,55.3
FL3463,TAIL1142,AL2,0,0.827,53.2
FL3464,TAIL1142,AL2,0,0.625,79.2
FL3465,TAIL1142,AL2,0,0.748,91.6
FL3466,TAIL1142,AL2,0,0.804,59.3
FL3467,TAIL1142,AL2,0,0.433,80.1
FL3468,TAIL1142,AL2,0,0.537,77.3
FL3469,TAIL1142,AL2,0,0.588,68.5
FL3470,TAIL1143,AL3,1,1.8,51.1
FL3471,TAIL1143,AL3,1,1.393,58.1
FL3472,TAIL1143,AL3,1,1.426,35.6
FL3473,TAIL1143,AL3,0,0.523,78.6
FL3474,TAIL1143,AL3,0,0.721,66.4
FL3475,TAIL1143,AL3,1,1.087,47.8
FL3476,TAIL1143,AL3,0,0.499,77.8
FL3477,TAIL1143,AL3,0,0.478,66.7
FL3478,TAIL1143,AL3,0,0.622,78.3
FL3479,TAIL1143,AL3,0,0.837,58.9
FL3480,TAIL1143,AL3,0,0.556,65.1
FL3481,TAIL1143,AL3,0,0.623,69.7
FL3482,TAIL1143,AL3,0,0.738,63.3
FL3483,TAIL1143,AL3,0,0.747,84.8
FL3484,TAIL1143,AL3,0,0.805,78.4
FL3485,TAIL1143,AL3,0,0.406,88.5
FL3486,TAIL1143,AL3,0,0.632,63.6
FL3487,TAIL1143,AL3,1,0.945,32.0
FL3488,TAIL1143,AL3,1,1.071,65.5
FL3489,TAIL1143,AL3,1,0.945,47.0
FL3490,TAIL1143,AL3,1,1.018,40.0
FL3491,TAIL1143,AL3,1,0.991,52.2
FL3492,TAIL1143,AL3,0,0.829,48.2
FL3493,TAIL1144,AL1,1,1.8,30.2
FL3494,TAIL1144,AL1,1,1.8,41.1
FL3495,TAIL1144,AL1,1,1.208,49.0
FL3496,TAIL1144,AL1,0,0.733,53.5
FL3497,TAIL1144,AL1,0,0.847,81.5
FL3498,TAIL1144,AL1,0,0.63,63.6
FL3499,TAIL1144,AL1,0,0.766,51.1
FL3500,TAIL1144,AL1,0,0.757,70.2
FL3501,TAIL1144,AL1,0,0.77,52.2
FL3502,TAIL1144,AL1,0,0.812,86.3
FL3503,TAIL1145,AL3,1,1.8,14.4
FL3504,TAIL1145,AL3,1,1.303,53.8
FL3505,TAIL1145,AL3,1,1.154,49.5
FL3506,TAIL1145,AL3,1,0.935,70.6
FL3507,TAIL1145,AL3,0,0.592,75.0
FL3508,TAIL1145,AL3,0,0.848,75.5
FL3509,TAIL1145,AL3,1,1.095,30.8
FL3510,TAIL1145,AL3,0,0.749,53.9
FL3511,TAIL1145,AL3,1,0.995,28.4
FL3512,TAIL1145,AL3,0,0.655,82.6
FL3513,TAIL1145,AL3,0,0.641,51.4
FL3514,TAIL1145,AL3,0,0.727,84.2
FL3515,TAIL1145,AL3,0,0.841,74.4
FL3516,TAIL1145,AL3,0,0.637,81.0
FL3517,TAIL1145,AL3,0,0.689,80.8
FL3518,TAIL1146,AL2,1,1.8,43.1
FL3519,TAIL1146,AL2,1,1.72,47.7
FL3520,TAIL1146,AL2,1,1.533,31.4
FL3521,TAIL1146,AL2,0,0.796,66.7
FL3522,TAIL1146,AL2,1,0.881,45.3
FL3523,TAIL1146,AL2,0,0.804,56.7
FL3524,TAIL1146,AL2,1,0.867,59.1
FL3525,TAIL1146,AL2,1,0.906,55.9
FL3526,TAIL1146,AL2,0,0.549,91.4
FL3527,TAIL1146,AL2,0,0.666,71.1
FL3528,TAIL1146,AL2,0,0.765,56.8
FL3529,TAIL1146,AL2,0,0.548,71.1
FL3530,TAIL1146,AL2,0,0.692,58.6
FL3531,TAIL1146,AL2,0,0.766,48.4
FL3532,TAIL1146,AL2,0,0.453,70.3
FL3533,TAIL1146,AL2,0,0.708,57.4
FL3534,TAIL1147,AL3,1,1.8,22.9
FL3535,TAIL1147,AL3,1,1.298,57.7
FL3536,TAIL1147,AL3,0,0.742,76.0
FL3537,TAIL1147,AL3,0,0.837,50.2
FL3538,TAIL1147,AL3,0,0.635,67.0
FL3539,TAIL1147,AL3,0,0.803,73.1
FL3540,TAIL1147,AL3,0,0.765,56.9
FL3541,TAIL1147,AL3,0,0.812,77.9
FL3542,TAIL1147,AL3,0,0.697,74.3
FL3543,TAIL1147,AL3,0,0.814,69.4
FL3544,TAIL1147,AL3,0,0.662,59.7
FL3545,TAIL1147,AL3,0,0.765,72.5
FL3546,TAIL1147,AL3,0,0.825,62.2
FL3547,TAIL1147,AL3,0,0.637,42.7
FL3548,TAIL1147,AL3,0,0.858,60.7
FL3549,TAIL1148,AL1,1,1.8,34.1
FL3550,TAIL1148,AL1,1,1.25,37.9
FL3551,TAIL1148,AL1,0,0.806,64.0
FL3552,TAIL1148,AL1,0,0.557,75.0
FL3553,TAIL1148,AL1,0,0.544,91.9
FL3554,TAIL1148,AL1,1,0.93,42.4
FL3555,TAIL1148,AL1,0,0.697,95.2
FL3556,TAIL1148,AL1,0,0.788,51.2
FL3557,TAIL1148,AL1,1,0.865,49.0
FL3558,TAIL1148,AL1,0,0.612,69.7
FL3559,TAIL1148,AL1,0,0.629,64.6
FL3560,TAIL1148,AL1,0,0.668,75.9
FL3561,TAIL1148,AL1,0,0.697,48.1
FL3562,TAIL1148,AL1,0,0.76,77.5
FL3563,TAIL1148,AL1,0,0.767,70.9
FL3564,TAIL1148,AL1,1,0.883,72.2
FL3565,TAIL1148,AL1,0,0.483,57.3
FL3566,TAIL1148,AL1,0,0.531,70.5
FL3567,TAIL1148,AL1,0,0.666,62.1
FL3568,TAIL1148,AL1,0,0.817,61.2
FL3569,TAIL1148,AL1,0,0.631,82.2
FL3570,TAIL1148,AL1,0,0.6,72.5
FL3571,TAIL1148,AL1,0,0.675,54.8
FL3572,TAIL1148,AL1,0,0.666,76.3
FL3573,TAIL1148,AL1,0,0.809,55.8
FL3574,TAIL1148,AL1,0,0.619,67.5
FL3575,TAIL1148,AL1,0,0.625,74.8
FL3576,TAIL1149,AL3,1,1.8,18.7
FL3577,TAIL1149,AL3,1,1.21,41.9
FL3578,TAIL1149,AL3,1,1.189,36.5
FL3579,TAIL1149,AL3,1,1.258,24.9
FL3580,TAIL1149,AL3,1,0.987,41.6
FL3581,TAIL1149,AL3,0,0.859,61.8
FL3582,TAIL1149,AL3,0,0.7,62.6
FL3583,TAIL1149,AL3,1,0.884,59.8
FL3584,TAIL1149,AL3,0,0.452,67.0
FL3585,TAIL1149,AL3,0,0.634,86.3
FL3586,TAIL1149,AL3,0,0.787,63.5
FL3587,TAIL1149,AL3,0,0.648,81.5
FL3588,TAIL1149,AL3,0,0.74,74.9
FL3589,TAIL1149,AL3,1,0.876,63.5
FL3590,TAIL1149,AL3,0,0.692,61.5
FL3591,TAIL1149,AL3,0,0.724,51.0
FL3592,TAIL1149,AL3,1,1.038,57.1
FL3593,TAIL1149,AL3,0,0.682,66.2
FL3594,TAIL1150,AL2,1,1.8,19.4
FL3595,TAIL1150,AL2,1,1.8,33.1
FL3596,TAIL1150,AL2,1,1.8,49.1
FL3597,TAIL1150,AL2,0,0.593,58.4
FL3598,TAIL1150,AL2,0,0.671,55.5
FL3599,TAIL1150,AL2,0,0.829,71.1
FL3600,TAIL1150,AL2,0,0.689,71.7
FL3601,TAIL1150,AL2,0,0.837,66.4
FL3602,TAIL1150,AL2,0,0.738,57.0
FL3603,TAIL1150,AL2,1,0.877,65.8
FL3604,TAIL1150,AL2,1,0.865,46.9
FL3605,TAIL1150,AL2,0,0.687,83.6
FL3606,TAIL1150,AL2,0,0.816,56.3
FL3607,TAIL1150,AL2,1,0.972,50.4
FL3608,TAIL1150,AL2,0,0.575,88.6
FL3609,TAIL1151,AL2,1,1.599,43.5
FL3610,TAIL1151,AL2,1,1.512,40.2
FL3611,TAIL1151,AL2,0,0.506,80.7
FL3612,TAIL1151,AL2,0,0.551,71.7
FL3613,TAIL1151,AL2,0,0.677,71.6
FL3614,TAIL1151,AL2,0,0.792,64.4
FL3615,TAIL1151,AL2,0,0.695,48.8
FL3616,TAIL1151,AL2,1,0.92,33.8
FL3617,TAIL1151,AL2,0,0.778,66.2
FL3618,TAIL1151,AL2,0,0.84,73.2
FL3619,TAIL1151,AL2,0,0.413,92.5
FL3620,TAIL1151,AL2,0,0.442,90.8
FL3621,TAIL1151,AL2,0,0.481,97.1
FL3622,TAIL1151,AL2,0,0.519,57.3
FL3623,TAIL1151,AL2,0,0.814,43.2
FL3624,TAIL1151,AL2,0,0.468,84.1
FL3625,TAIL1151,AL2,0,0.63,78.4
FL3626,TAIL1152,AL3,1,1.8,54.7
FL3627,TAIL1152,AL3,1,0.886,47.3
FL3628,TAIL1152,AL3,1,1.004,75.3
FL3629,TAIL1152,AL3,1,0.963,61.3
FL3630,TAIL1152,AL3,1,1.132,43.0
FL3631,TAIL1152,AL3,1,1.174,36.3
FL3632,TAIL1152,AL3,0,0.489,96.5
FL3633,TAIL1152,AL3,0,0.61,71.3
FL3634,TAIL1152,AL3,0,0.732,57.3
FL3635,TAIL1152,AL3,0,0.826,51.4
FL3636,TAIL1152,AL3,0,0.65,71.7
FL3637,TAIL1152,AL3,0,0.726,71.8
FL3638,TAIL1152,AL3,1,1.019,60.4
FL3639,TAIL1153,AL3,1,1.8,42.4
FL3640,TAIL1153,AL3,1,1.8,52.9
FL3641,TAIL1153,AL3,1,1.154,43.0
FL3642,TAIL1153,AL3,1,1.448,44.3
FL3643,TAIL1153,AL3,1,1.158,56.4
FL3644,TAIL1153,AL3,0,0.483,80.4
FL3645,TAIL1153,AL3,0,0.613,70.0
FL3646,TAIL1153,AL3,0,0.69,69.5
FL3647,TAIL1153,AL3,0,0.859,78.5
FL3648,TAIL1153,AL3,0,0.564,117.5
FL3649,TAIL1153,AL3,0,0.714,72.6
FL3650,TAIL1153,AL3,1,0.989,73.9
FL3651,TAIL1153,AL3,0,0.652,56.1
FL3652,TAIL1153,AL3,1,0.937,50.9
FL3653,TAIL1154,AL4,1,1.8,22.8
FL3654,TAIL1154,AL4,1,1.687,55.5
FL3655,TAIL1154,AL4,0,0.488,84.1
FL3656,TAIL1154,AL4,0,0.527,76.5
FL3657,TAIL1154,AL4,0,0.631,80.8
FL3658,TAIL1154,AL4,0,0.647,76.1
FL3659,TAIL1154,AL4,1,0.868,54.9
FL3660,TAIL1154,AL4,0,0.807,73.3
FL3661,TAIL1154,AL4,0,0.702,62.1
FL3662,TAIL1154,AL4,0,0.817,67.4
FL3663,TAIL1154,AL4,0,0.776,56.8
FL3664,TAIL1154,AL4,1,0.908,63.3
FL3665,TAIL1154,AL4,0,0.676,71.6
FL3666,TAIL1154,AL4,0,0.771,73.9
FL3667,TAIL1154,AL4,0,0.803,64.2
FL3668,TAIL1154,AL4,1,0.942,37.7
FL3669,TAIL1154,AL4,0,0.671,76.9
FL3670,TAIL1155,AL1,1,1.8,33.6
FL3671,TAIL1155,AL1,0,0.562,86.4
FL3672,TAIL1155,AL1,0,0.536,56.9
FL3673,TAIL1155,AL1,0,0.671,82.9
FL3674,TAIL1155,AL1,0,0.591,87.8
FL3675,TAIL1155,AL1,1,0.988,66.9
FL3676,TAIL1155,AL1,0,0.44,86.7
FL3677,TAIL1155,AL1,0,0.435,87.1
FL3678,TAIL1155,AL1,0,0.541,64.6
